,Unnamed: 0,date,link,text,company_name,inn,isin,month,html_scraped,html_scrape_status
374,12662,2025-07-30,https://nsddata.ru/ru/news/view/1287635,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента АО ""АЛЬФА-БАНК"" ИНН 7728168971 (облигация 6-693-01326-B-001P / ISIN RU000A10BMS3) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10BMS3,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия 1066258\nКод типа корпоративного действия INTR\nТип корпоративного действия Выплата купонного дохода\nДата КД (план.) 31 июля 2026 г.\nДата КД (расч.) 31 июля 2026 г.\nДата фиксации (по решению о выпуске) 30 июля 2026 г.\n\nИнформация о ценных бумагах\nЭмитент Регистрационный номер Дата регистрации Категория Депозитарный код выпуска ISIN Номинальная стоимость Остаточная номинальная стоимость Валюта номинала\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК"" 6-693-01326-B-001P 19 мая 2025 г. облигации RU000A10BMS3 RU000A10BMS3 1000 1000 RUB\n\nИнформация о выплате дохода\nСтавка купонного дохода (%, годовых) 0.01\nРазмер купонного дохода в RUB 0.1\nВалюта платежа RUB\nДата начала текущего периода 31 июля 2025 г.\nДата окончания текущего периода 31 июля 2026 г.\nКоличество дней в периоде 365\n\nНастоящим сообщаем о получении НКО АО НРД информации, предоставляемой эмитентом ценных бумаг в соответствии с Положением ЦБ РФ N 751-П от 11 января 2021 года ""О перечне информации, связанной с осуществлением прав по ценным бумагам, предоставляемой эмитентами центральному депозитарию, порядке и сроках ее предоставления, а также о требованиях к порядку предоставления центральным депозитарием доступа к такой информации""\n20.10 Информация об определении размера процента (купона) по облигациям\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
375,12665,2025-07-30,https://nsddata.ru/ru/news/view/1287631,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента АО ""АЛЬФА-БАНК"" ИНН 7728168971 (облигация 6-626-01326-B-001P / ISIN RU000A10B6N2) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10B6N2,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия 1066263\nКод типа корпоративного действия INTR\nТип корпоративного действия Выплата купонного дохода\nДата КД (план.) 02 августа 2027 г.\nДата КД (расч.) 02 августа 2027 г.\nДата фиксации (по решению о выпуске) 30 июля 2027 г.\n\nИнформация о ценных бумагах\nЭмитент Регистрационный номер Дата регистрации Категория Депозитарный код выпуска ISIN Номинальная стоимость Остаточная номинальная стоимость Валюта номинала\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК"" 6-626-01326-B-001P 20 марта 2025 г. облигации RU000A10B6N2 RU000A10B6N2 1000 1000 RUB\n\nИнформация о выплате дохода\nСтавка купонного дохода (%, годовых) 0.01\nРазмер купонного дохода в RUB 0.2\nВалюта платежа RUB\nДата начала текущего периода 31 июля 2025 г.\nДата окончания текущего периода 02 августа 2027 г.\nКоличество дней в периоде 732\n\nНастоящим сообщаем о получении НКО АО НРД информации, предоставляемой эмитентом ценных бумаг в соответствии с Положением ЦБ РФ N 751-П от 11 января 2021 года ""О перечне информации, связанной с осуществлением прав по ценным бумагам, предоставляемой эмитентами центральному депозитарию, порядке и сроках ее предоставления, а также о требованиях к порядку предоставления центральным депозитарием доступа к такой информации""\n20.10 Информация об определении размера процента (купона) по облигациям\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
376,12666,2025-07-30,https://nsddata.ru/ru/news/view/1287630,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента АО ""АЛЬФА-БАНК"" ИНН 7728168971 (облигация 6-695-01326-B-001P / ISIN RU000A10BMU9) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10BMU9,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия 1066269\nКод типа корпоративного действия INTR\nТип корпоративного действия Выплата купонного дохода\nДата КД (план.) 31 июля 2028 г.\nДата КД (расч.) 31 июля 2028 г.\nДата фиксации (по решению о выпуске) 28 июля 2028 г.\n\nИнформация о ценных бумагах\nЭмитент Регистрационный номер Дата регистрации Категория Депозитарный код выпуска ISIN Номинальная стоимость Остаточная номинальная стоимость Валюта номинала\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК"" 6-695-01326-B-001P 19 мая 2025 г. облигации RU000A10BMU9 RU000A10BMU9 1000 1000 RUB\n\nИнформация о выплате дохода\nСтавка купонного дохода (%, годовых) 0.01\nРазмер купонного дохода в RUB 0.3\nВалюта платежа RUB\nДата начала текущего периода 31 июля 2025 г.\nДата окончания текущего периода 31 июля 2028 г.\n\nНастоящим сообщаем о получении НКО АО НРД информации, предоставляемой эмитентом ценных бумаг в соответствии с Положением ЦБ РФ N 751-П от 11 января 2021 года ""О перечне информации, связанной с осуществлением прав по ценным бумагам, предоставляемой эмитентами центральному депозитарию, порядке и сроках ее предоставления, а также о требованиях к порядку предоставления центральным депозитарием доступа к такой информации""\n20.10 Информация об определении размера процента (купона) по облигациям\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
377,12687,2025-07-30,https://nsddata.ru/ru/news/view/1287548,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (АО ""АЛЬФА-БАНК"", 7728168971, RU000A108N55, 4-12-01326-B) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A108N55,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия\n933076\nКод типа корпоративного действия\nINTR\nТип корпоративного действия\nВыплата купонного дохода\nВид обязательства, во исполнение которого переданы выплаты\nВыплата процентного (купонного) дохода по облигациям\nДата КД (план.)\n30 июля 2025 г.\nДата КД (расч.)\n30 июля 2025 г.\nДата фиксации списка\n29 июля 2025 г.\nИнформация о ценных бумагах (облигации)\nНаименование ценной бумаги\nРегистрационный номер\nНаименование регистрирующего органа осуществившего регистрацию выпуска\nДата регистрации\nISIN / Депозитарный код выпуска\nНоминальная стоимость\nОстаточная номинальная стоимость\nВалюта номинала\nБездокументарные процентные неконвертируемые облигации с централизованным учетом прав серии ЗО-500\n4-12-01326-B\nЦентральный банк Российской Федерации\n30 мая 2024 г.\nRU000A108N55\n1000\n1000\nДоллар США\nДополнительная информация о ценных бумагах (облигации)\nПолное наименование эмитента\nСокращенное наименование эмитента\nМесто нахождения эмитента\nДата погашения\nКупонный период\nДата выплаты плановая\nСерия выпуска облигаций\nДата начала купонного периода\nДата окончания купонного периода\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""\nАО ""АЛЬФА-БАНК""\n, Г.МОСКВА, УЛ. КАЛАНЧЕВСКАЯ, Д.27\nБез срока погашения\n30 апреля 2025 г.\n30 июля 2025 г.\n30 июля 2025 г.\nЗО-500\nТекущая выплата по КД\nРазмер денежных средств, подлежащих выплате на 1 ц.б.\nДата поступления в НРД денежных средств\nДата передачи полученных депозитарием выплат по облигациям своим депонентам\n1670.7\n30 июля 2025 г.\n30 июля 2025 г.\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
378,12728,2025-07-30,https://nsddata.ru/ru/news/view/1287430,"(INTR) (Выплата процентного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (АО ""АЛЬФА-БАНК"", 7728168971, RU000A109AT5, 6-457-01326-B-001P) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A109AT5,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия\n1065129\nКод типа корпоративного действия\nINTR\nТип корпоративного действия\nВыплата процентного дохода\nВид обязательства, во исполнение которого переданы выплаты\nВыплата процентного (купонного) дохода по облигациям\nДата КД (план.)\n30 июля 2025 г.\nДата КД (расч.)\n30 июля 2025 г.\nДата фиксации списка\n29 июля 2025 г.\nИнформация о ценных бумагах (облигации)\nНаименование ценной бумаги\nРегистрационный номер\nНаименование регистрирующего органа осуществившего регистрацию выпуска\nДата регистрации\nISIN / Депозитарный код выпуска\nНоминальная стоимость\nОстаточная номинальная стоимость\nВалюта номинала\nСтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-457\n6-457-01326-B-001P\nЦентральный банк Российской Федерации\n12 августа 2024 г.\nRU000A109AT5\n1000\n1000\nРоссийский рубль\nДополнительная информация о ценных бумагах (облигации)\nПолное наименование эмитента\nСокращенное наименование эмитента\nМесто нахождения эмитента\nДата погашения\nДата выплаты плановая\nСерия выпуска облигаций\nрасчетная\nплановая\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""\nАО ""АЛЬФА-БАНК""\n, Г.МОСКВА, УЛ. КАЛАНЧЕВСКАЯ, Д.27\n01 ноября 2027 г.\n01 ноября 2027 г.\n30 июля 2025 г.\nС-1-457\nТекущая выплата по КД\nРазмер денежных средств, подлежащих выплате на 1 ц.б.\nДата поступления в НРД денежных средств\nДата передачи полученных депозитарием выплат по облигациям своим депонентам\n0.01\n30 июля 2025 г.\n30 июля 2025 г.\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
379,12794,2025-07-29,https://nsddata.ru/ru/news/view/1287220,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента АО ""АЛЬФА-БАНК"" ИНН 7728168971 (облигация 6-692-01326-B-001P / ISIN RU000A10BMR5) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10BMR5,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия 1065924\nКод типа корпоративного действия INTR\nТип корпоративного действия Выплата купонного дохода\nДата КД (план.) 30 июля 2026 г.\nДата КД (расч.) 30 июля 2026 г.\nДата фиксации (по решению о выпуске) 29 июля 2026 г.\n\nИнформация о ценных бумагах\nЭмитент Регистрационный номер Дата регистрации Категория Депозитарный код выпуска ISIN Номинальная стоимость Остаточная номинальная стоимость Валюта номинала\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК"" 6-692-01326-B-001P 19 мая 2025 г. облигации RU000A10BMR5 RU000A10BMR5 1000 1000 RUB\n\nИнформация о выплате дохода\nСтавка купонного дохода (%, годовых) 0.01\nРазмер купонного дохода в RUB 0.1\nВалюта платежа RUB\nДата начала текущего периода 30 июля 2025 г.\nДата окончания текущего периода 30 июля 2026 г.\nКоличество дней в периоде 365\n\nНастоящим сообщаем о получении НКО АО НРД информации, предоставляемой эмитентом ценных бумаг в соответствии с Положением ЦБ РФ N 751-П от 11 января 2021 года ""О перечне информации, связанной с осуществлением прав по ценным бумагам, предоставляемой эмитентами центральному депозитарию, порядке и сроках ее предоставления, а также о требованиях к порядку предоставления центральным депозитарием доступа к такой информации""\n20.10 Информация об определении размера процента (купона) по облигациям\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
380,12795,2025-07-29,https://nsddata.ru/ru/news/view/1287218,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента АО ""АЛЬФА-БАНК"" ИНН 7728168971 (облигация 6-691-01326-B-001P / ISIN RU000A10BMQ7) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10BMQ7,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия 1065918\nКод типа корпоративного действия INTR\nТип корпоративного действия Выплата купонного дохода\nДата КД (план.) 30 июля 2030 г.\nДата КД (расч.) 30 июля 2030 г.\nДата фиксации (по решению о выпуске) 29 июля 2030 г.\n\nИнформация о ценных бумагах\nЭмитент Регистрационный номер Дата регистрации Категория Депозитарный код выпуска ISIN Номинальная стоимость Остаточная номинальная стоимость Валюта номинала\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК"" 6-691-01326-B-001P 19 мая 2025 г. облигации RU000A10BMQ7 RU000A10BMQ7 1000 1000 RUB\n\nИнформация о выплате дохода\nСтавка купонного дохода (%, годовых) 0.01\nРазмер купонного дохода в RUB 0.5\nВалюта платежа RUB\nДата начала текущего периода 30 июля 2025 г.\nДата окончания текущего периода 30 июля 2030 г.\n\nНастоящим сообщаем о получении НКО АО НРД информации, предоставляемой эмитентом ценных бумаг в соответствии с Положением ЦБ РФ N 751-П от 11 января 2021 года ""О перечне информации, связанной с осуществлением прав по ценным бумагам, предоставляемой эмитентами центральному депозитарию, порядке и сроках ее предоставления, а также о требованиях к порядку предоставления центральным депозитарием доступа к такой информации""\n20.10 Информация об определении размера процента (купона) по облигациям\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
381,12872,2025-07-28,https://nsddata.ru/ru/news/view/1286649,"(INTR) (Выплата процентного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (АО ""АЛЬФА-БАНК"", 7728168971, RU000A10BMJ2, 6-685-01326-B-001P) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10BMJ2,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия\n1064278\nКод типа корпоративного действия\nINTR\nТип корпоративного действия\nВыплата процентного дохода\nВид обязательства, во исполнение которого переданы выплаты\nВыплата процентного (купонного) дохода по облигациям\nДата КД (план.)\n28 июля 2025 г.\nДата КД (расч.)\n28 июля 2025 г.\nДата фиксации списка\n25 июля 2025 г.\nИнформация о ценных бумагах (облигации)\nНаименование ценной бумаги\nРегистрационный номер\nНаименование регистрирующего органа осуществившего регистрацию выпуска\nДата регистрации\nISIN / Депозитарный код выпуска\nНоминальная стоимость\nОстаточная номинальная стоимость\nВалюта номинала\nСтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-685\n6-685-01326-B-001P\nЦентральный банк Российской Федерации\n19 мая 2025 г.\nRU000A10BMJ2\n1000\n1000\nРоссийский рубль\nДополнительная информация о ценных бумагах (облигации)\nПолное наименование эмитента\nСокращенное наименование эмитента\nМесто нахождения эмитента\nДата погашения\nДата выплаты плановая\nСерия выпуска облигаций\nрасчетная\nплановая\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""\nАО ""АЛЬФА-БАНК""\n, Г.МОСКВА, УЛ. КАЛАНЧЕВСКАЯ, Д.27\n26 июня 2026 г.\n26 июня 2026 г.\n28 июля 2025 г.\nС-1-685\nТекущая выплата по КД\nРазмер денежных средств, подлежащих выплате на 1 ц.б.\nДата поступления в НРД денежных средств\nДата передачи полученных депозитарием выплат по облигациям своим депонентам\n20.84\n28 июля 2025 г.\n28 июля 2025 г.\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
382,12873,2025-07-28,https://nsddata.ru/ru/news/view/1286648,"(INTR) (Выплата процентного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (АО ""АЛЬФА-БАНК"", 7728168971, RU000A10BMC7, 6-679-01326-B-001P) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A10BMC7,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия\n1064277\nКод типа корпоративного действия\nINTR\nТип корпоративного действия\nВыплата процентного дохода\nВид обязательства, во исполнение которого переданы выплаты\nВыплата процентного (купонного) дохода по облигациям\nДата КД (план.)\n28 июля 2025 г.\nДата КД (расч.)\n28 июля 2025 г.\nДата фиксации списка\n25 июля 2025 г.\nИнформация о ценных бумагах (облигации)\nНаименование ценной бумаги\nРегистрационный номер\nНаименование регистрирующего органа осуществившего регистрацию выпуска\nДата регистрации\nISIN / Депозитарный код выпуска\nНоминальная стоимость\nОстаточная номинальная стоимость\nВалюта номинала\nСтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-679\n6-679-01326-B-001P\nЦентральный банк Российской Федерации\n19 мая 2025 г.\nRU000A10BMC7\n1000\n1000\nРоссийский рубль\nДополнительная информация о ценных бумагах (облигации)\nПолное наименование эмитента\nСокращенное наименование эмитента\nМесто нахождения эмитента\nДата погашения\nДата выплаты плановая\nСерия выпуска облигаций\nрасчетная\nплановая\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""\nАО ""АЛЬФА-БАНК""\n, Г.МОСКВА, УЛ. КАЛАНЧЕВСКАЯ, Д.27\n28 июня 2027 г.\n28 июня 2027 г.\n28 июля 2025 г.\nС-1-679\nТекущая выплата по КД\nРазмер денежных средств, подлежащих выплате на 1 ц.б.\nДата поступления в НРД денежных средств\nДата передачи полученных депозитарием выплат по облигациям своим депонентам\n18.4\n28 июля 2025 г.\n28 июля 2025 г.\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
383,12895,2025-07-28,https://nsddata.ru/ru/news/view/1286484,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (АО ""АЛЬФА-БАНК"", 7728168971, RU000A108V89, 6-425-01326-B-001P) – информация предназначена для квалифицированных инвесторов","АО ""АЛЬФА-БАНК""",7728168971.0,RU000A108V89,7,"['Реквизиты корпоративного действия\nРеференс корпоративного действия\n945760\nКод типа корпоративного действия\nINTR\nТип корпоративного действия\nВыплата купонного дохода\nВид обязательства, во исполнение которого переданы выплаты\nВыплата процентного (купонного) дохода по облигациям\nДата КД (план.)\n28 июля 2025 г.\nДата КД (расч.)\n28 июля 2025 г.\nДата фиксации списка\n25 июля 2025 г.\nИнформация о ценных бумагах (облигации)\nНаименование ценной бумаги\nРегистрационный номер\nНаименование регистрирующего органа осуществившего регистрацию выпуска\nДата регистрации\nISIN / Депозитарный код выпуска\nНоминальная стоимость\nОстаточная номинальная стоимость\nВалюта номинала\nСтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-425\n6-425-01326-B-001P\nЦентральный банк Российской Федерации\n24 июня 2024 г.\nRU000A108V89\n1000\n308.3\nРоссийский рубль\nДополнительная информация о ценных бумагах (облигации)\nПолное наименование эмитента\nСокращенное наименование эмитента\nМесто нахождения эмитента\nДата погашения\nКупонный период\nДата выплаты плановая\nСерия выпуска облигаций\nрасчетная\nплановая\nДата начала купонного периода\nДата окончания купонного периода\nАКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""\nАО ""АЛЬФА-БАНК""\n, Г.МОСКВА, УЛ. КАЛАНЧЕВСКАЯ, Д.27\n28 июля 2025 г.\n28 июля 2025 г.\n26 июля 2024 г.\n28 июля 2025 г.\n28 июля 2025 г.\nС-1-425\nТекущая выплата по КД\nРазмер денежных средств, подлежащих выплате на 1 ц.б.\nДата поступления в НРД денежных средств\nДата передачи полученных депозитарием выплат по облигациям своим депонентам\n0.1\n28 июля 2025 г.\n28 июля 2025 г.\nНастоящим уведомляем, что данные ценные бумаги предназначены для квалифицированных инвесторов, в соответствии с Федеральным законом ""О рынке ценных бумаг"" № 39-ФЗ от 22.04.1996 (далее - Закон). Обращаем Ваше внимание, что брокер вправе совершать сделки с данными ценными бумагами и заключать договоры, являющиеся производными финансовыми инструментами, предназначенными для квалифицированных инвесторов, только если клиент, за счет которого совершается такая сделка (заключается такой договор), является квалифицированным инвестором в соответствии с пунктом 2 статьи 51.2 Закона или признан этим брокером квалифицированным инвестором в соответствии с Законом.\nПерейти в анкету сообщения ДИСК НРД\nПо всем вопросам, связанным с настоящим сообщением, вы можете обращаться к персональным менеджерам вашей организации в НКО АО НРД по телефонам: +7 495 956-27-90, +7 495 956-27-91.']",success
