,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
0,АО «Казанский вертолетный завод»,ОГРН 1021603881683,ИНН 1656002652,Банк России 29.03.2024 принял решение об аннулировании индивидуального кода 005D дополнительного выпуска обыкновенных акций акционерного общества «Казанский вертолетный завод» (Республика Татарстан) с регистрационным номером 1-02-55106-D-005D от 18.09.2023.,Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.03.2024 16:30
1,АО «Сетевая компания»,ОГРН 1021602830930,ИНН 1655049111,Банк России 29.03.2024 принял решение об аннулировании индивидуального кода 007D дополнительного выпуска обыкновенных акций акционерного общества «Сетевая компания» (Республика Татарстан) с регистрационным номером 1-02-65007-D-007D от 10.11.2020.,Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.03.2024 16:27
2,АО «ФИНОР»,ОГРН 1216300012147,ИНН 6316270928,"Банк России 29.03.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества «ФИНОР» (Самарская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-01098-G-005D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.03.2024 16:23
3,АО «Современные системы и сети – 21 век»,ОГРН 1027700155691,ИНН 7701292139,Банк России 29.03.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного Общества «Современные системы и сети – 21 век» (г. Москва) с регистрационным номером 1-01-35540-H-001D от 21.09.2023.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 14:44
4,АО «СУ №920»,ОГРН 1028601354198,ИНН 8605002520,Банк России 29.03.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска привилегированных акций Акционерного общества «Строительное управление №920» (Московская область) с регистрационным номером 2-02-32382-D-002D от 11.09.2023.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 14:38
5,АО «ОКБ «Кристалл»,ОГРН 1027739249009,ИНН 7720015691,Банк России 29.03.2024 принял решение об аннулировании индивидуального кода 003D дополнительного выпуска обыкновенных акций Акционерного общества «Опытное конструкторское бюро «Кристалл» (г. Москва) с регистрационным номером 1-01-03845-A-003D от 14.07.2023.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 14:37
6,АО «ОКБ «Кристалл»,ОГРН 1027739249009,ИНН 7720015691,Банк России 29.03.2024 принял решение об аннулировании индивидуального кода 004D дополнительного выпуска обыкновенных акций Акционерного общества «Опытное конструкторское бюро «Кристалл» (г. Москва) с регистрационным номером 1-01-03845-A-004D от 14.07.2023.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 14:36
7,ОАО «Аргон»,ОГРН 1026401899259,ИНН 6446001500,"Банк России 28.03.2024 принял решение о приостановлении эмиссии акций обыкновенных открытого акционерного общества «Аргон» (Саратовская область), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.03.2024 13:50
8,АО «ТМК Холдинг»,ОГРН 1227700592063,ИНН 9709086029,"Банк России 29.03.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «ТМК Холдинг» (г. Москва), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-03471-G-001D, дата регистрации дополнительного выпуска 07.03.2023, о признании указанного дополнительного выпуска ценных бумаг несостоявшимся в связи с неразмещением ни одной ценной бумаги и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 13:21
9,АО «Еком Технологии»,ОГРН 1227700459150,ИНН 9702045249,"Банк России 29.03.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Еком Технологии» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-03220-G-003D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 13:01
10,АО «Внуковские Отели»,ОГРН 1087746653939,ИНН 7732522368,"Банк России 28.03.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Внуковские Отели», размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-62887-Н-002D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 12:16
11,АО «Центравиамед»,ОГРН 1107746911678,ИНН 7708729481,"Банк России 28.03.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Центр авиационной медицины» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-14555-А-003D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.03.2024 11:37
