,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
0,АО «АВТОДОРМЕХБАЗА №1»,ОГРН 1037739319595,ИНН 7734000039,Банк России 28.11.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «АВТОДОРМЕХБАЗА №1» (г. Москва) с регистрационным номером 1-02-01602-A-001D от 31.05.2024.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,02.12.2024 11:00
1,"АО ""РИА ""Оренбуржье"" ОГРН",ИНН не присвоены,,"Банк России 29.11.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества ""Региональное информационное агентство ""Оренбуржье"", (Оренбургская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования Государственного унитарного предприятия Оренбургской области ""Региональное информационное агентство ""Оренбуржье"".Выпуску ценных бумаг присвоен регистрационный номер 1-01-13307-К. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""Региональное информационное агентство ""Оренбуржье"".
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.11.2024 11:47
2,АО «Оренбургремдорстрой» ОГРН,ИНН не присвоены,,"Банк России 29.11.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества «Оренбургремдорстрой», (Оренбургская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования  Государственного унитарного предприятия Оренбургской области «Оренбургремдорстрой».Выпуску ценных бумаг присвоен регистрационный номер 1-01-13308-К. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Оренбургремдорстрой».
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.11.2024 11:43
3,"АО ""ТОДЭП"" ОГРН 1067203269726",ИНН 7203175930,,Банк России 29.11.2024 принял решение об аннулировании индивидуального кода 011D дополнительного выпуска обыкновенных акций акционерного общества «Тюменское областное дорожно-эксплуатационное предприятие» (Тюменская область) с регистрационным номером 1-01-55207-E-011D от 25.06.2024.,Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.11.2024 11:39
4,"АО ""УТС"" ОГРН 1168617073635",ИНН 8601058850,,Банк России 29.11.2024 принял решение об аннулировании индивидуального кода 003D дополнительного выпуска обыкновенных акций акционерного общества «Управление теплоснабжения и инженерных сетей» (Ханты-Мансийский автономный округ-Югра) с регистрационным номером 1-01-12104-K-003D от 15.09.2023.,Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.11.2024 11:35
5,"АО ""Горэлектросеть"" ОГРН 1177456107311",ИНН 7456038645,,"Банк России 29.11.2024 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «Горэлектросеть», (Челябинская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-12382-K-002D.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.11.2024 11:32
6,АО «Отель БИТЦА»,ОГРН 1045000914485,ИНН 5003060039,"Банк России 28.11.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Отель БИТЦА» (Московская область), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-52062-H-002D, дата регистрации дополнительного выпуска 17.10.2022, о признании указанного дополнительного выпуска ценных бумаг несостоявшимся в связи с неразмещением ни одной ценной бумаги и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.11.2024 10:54
7,АО «ГК «Сервис-Телеком»,ОГРН не присвоен,ИНН не присвоен,"Банк России 28.11.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества «Группа компаний «Сервис-Телеком» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «Группа компаний «Сервис-Телеком». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16999-A. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Группа компаний «Сервис-Телеком».",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.11.2024 10:51
8,АО «Аксис инвестиции»,ОГРН 1157847210322,ИНН 7801282864,"Банк России 28.11.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Аксис инвестиции» (Санкт-Петербург), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-24111-J-001D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,29.11.2024 09:03
9,АО «Инновация и развитие»,ОГРН 1227800017422,ИНН 7804690950,Банк России 28.11.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Инновация и развитие» с регистрационным номером 1-01-02396-G-001D от 24.04.2024.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,29.11.2024 09:03
