,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
0,АО «Школьное питание» Ворошиловского района г. Ростова-на-Дону,ОГРН 1246100007823,ИНН 6161150760,"Банк России 27.04.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных Акционерного общества «Школьное питание» Ворошиловского района г. Ростова-на-Дону (Ростовская область), размещенных путем приобретения акций акционерного общества, созданного в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизованного в форме преобразования Муниципального унитарного предприятия «Школьное питание» Ворошиловского района г. Ростова-на-Дону, регистрационный номер выпуска 1-01-10869-Р.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.04.2024 17:05
1,АО «БАРЗ-2»,ОГРН 1023202740330,ИНН 3201000302,"Банк России 27.04.2024 принял решение о государственной регистрации изменений в решение о выпуске акций обыкновенных Акционерного общества «Брянский авторемонтный завод №2» (Брянская область), государственный регистрационный номер выпуска 1-01-42255-А от 29.04.2003.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.04.2024 15:41
2,АО «ПАРУС СЕРВИС»,ОГРН,ИНН не присвоены,"Банк России 27.04.2024 принял решение о государственной регистрации выпуска акций обыкновенных Акционерного общества «ПАРУС СЕРВИС» (Костромская область), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Парус сервис». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87680-H. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «ПАРУС СЕРВИС».
Решение в отношении ценных бумаг
Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.04.2024 15:41
3,АО «Владагролизинг»,ОГРН 1043302005482,ИНН 3328431290,"Банк России 27.04.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Владагролизинг» (Владимирская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-09879-А-023D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.04.2024 15:41
4,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных ПАО «УК «Арсагера»,,"Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:открытый паевой инвестиционный фонд рыночных финансовых инструментов «Арсагера - фонд облигаций КР 1.55»; открытый паевой инвестиционный фонд рыночных финансовых инструментов «Арсагера – акции 6.4»; открытый паевой инвестиционный фонд рыночных финансовых инструментов «Арсагера - фонд акций»; открытый паевой инвестиционный фонд рыночных финансовых инструментов «Арсагера - фонд смешанных инвестиций».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



627.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «УК «ОРЕОЛ»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «УК «ОРЕОЛ»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:Закрытый паевой инвестиционный фонд недвижимости «Проектный»; Закрытый паевой инвестиционный рентный фонд «Югра Рентный Фонд».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



727.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «РЕГИОН Девелопмент»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «РЕГИОН Девелопмент»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:«Закрытый паевой инвестиционный фонд недвижимости «Протон»;Закрытый паевой инвестиционный фонд недвижимости «Базальт».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



827.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «УК «ДОХОДЪ»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «УК «ДОХОДЪ»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «ДОХОДЪ. Российские акции. Первый эшелон»;  Открытый паевой инвестиционный фонд рыночных финансовых инструментов «ДОХОДЪ. Мультифакторные инвестиции. Россия»; Открытый паевой инвестиционный фонд рыночных финансовых инструментов «ДОХОДЪ. Перспективные облигации. Россия»;  Закрытый паевой инвестиционный фонд недвижимости «ДОХОДЪ - Рентная недвижимость».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



927.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО УК «Альфа-Капитал»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО УК «Альфа-Капитал»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Закрытый паевой инвестиционный фонд недвижимости «Азимут»;  Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Облигации с выплатой дохода»; Закрытый паевой инвестиционный фонд недвижимости «Альфа-Капитал ФастФуд»; Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Баланс»;  Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Альфа - Капитал Сбалансированный с выплатой дохода»; Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Валютные облигации»; Закрытый паевой инвестиционный фонд недвижимости «АКТИВО ДЕСЯТЬ» ;Закрытый паевой инвестиционный фонд недвижимости «ЖН».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



1027.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «Цитадель Э.М.»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «Цитадель Э.М.»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Панорама».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



1127.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «УК «Финам Менеджмент»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «УК «Финам Менеджмент»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Финам Первый».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



1227.04.2024 15:39
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «УК «Мегаполис-Инвест»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных ООО «УК «Мегаполис-Инвест»
Банк России 27.04.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:Закрытый паевой инвестиционный фонд недвижимости «АНТЕЙ ЮГ»;  Закрытый паевой инвестиционный фонд недвижимости «АТЛАНТ».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



1327.04.2024 14:54
ООО «СФО Агенор», ОГРН 1237700525721, ИНН 9703152444ООО «СФО Агенор», ОГРН 1237700525721, ИНН 9703152444
Банк России 27.04.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии СП-1-1, предназначенных для квалифицированных инвесторов, размещаемых в рамках программы облигаций серии СП-1, общества с ограниченной ответственностью «Специализированное финансовое общество Агенор» (г. Москва). Выпуску ценных бумаг присвоен регистрационный номер 6-01-00734-R-001P.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



1427.04.2024 14:54
ООО «СФО «Андромеда-2», ОГРН 1227700365320, ИНН 7730280843ООО «СФО «Андромеда-2», ОГРН 1227700365320, ИНН 7730280843
Банк России 27.04.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Андромеда-2» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00798-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



1527.04.2024 14:54
ООО «СФО «КапиталИннова», ОГРН 1237700579390, ИНН 9714018539ООО «СФО «КапиталИннова», ОГРН 1237700579390, ИНН 9714018539
Банк России 27.04.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии 01, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «КапиталИннова» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00797-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



1627.04.2024 14:54
АО «Элемент», ОГРН 1207700245532, ИНН 9703014282АО «Элемент», ОГРН 1207700245532, ИНН 9703014282
Банк России 27.04.2024 принял решение о государственной регистрации дополнительного выпуска и регистрации проспекта обыкновенных акций публичного акционерного общества «Элемент» (г. Москва), размещаемых путем открытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-16673-А.Решение о государственной регистрации дополнительного выпуска акций и о регистрации проспекта акций при приобретении обществом публичного статуса вступают в силу со дня внесения в единый государственный реестр юридических лиц сведений о фирменном наименовании общества, содержащем указание на то, что общество является публичным.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



1727.04.2024 11:37
АО ""УЭМЗ"" ОГРН 1196658022208, ИНН 6670480610АО ""УЭМЗ"" ОГРН 1196658022208, ИНН 6670480610
Банк России 27.04.2024 принял решение об аннулировании индивидуального кода 003D дополнительного выпуска обыкновенных акций акционерного общества «Уральский электромеханический завод» (Свердловская область) с регистрационным номером 1-01-12501-K-003D от 30.06.2023.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



1827.04.2024 11:32
АО Специализированный застройщик ""ДСК-1"" ОГРН 1028600601006, ИНН 8602058789АО Специализированный застройщик ""ДСК-1"" ОГРН 1028600601006, ИНН 8602058789
Банк России 27.04.2024 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества Специализированный застройщик ""Домостроительный комбинат-1"", (Ханты-Мансийский автономный округ - Югра), размещаемых путем обмена на акции акционерного общества, к которому осуществляется присоединение, долей участников в уставном капитале присоединяемого общества с ограниченной ответственностью ""Капиталпромэнергия"".Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-04170-К-009D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



1927.04.2024 11:30
