,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
0,АО «ЛАНИТ-Консалтинг»,ОГРН не присвоен,ИНН не присвоен,"Банк России 31.01.2024 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «ЛАНИТ-Консалтинг» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «ЛАНИТ-Консалтинг». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87649-H. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «ЛАНИТ-Консалтинг».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.01.2024 18:32
1,АО «Самарахимоптторг»,ОГРН 1026300955295,ИНН 6315200685,"Банк России 31.01.2024 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества «Самарахимоптторг» (Самарская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-01122-E-001D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,31.01.2024 16:56
2,АО «Ижевское»,ОГРН 1054310512453,ИНН 4325002946,"Банк России 31.01.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества «Ижевское» (Кировская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-12394-E-001D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,31.01.2024 16:55
3,АО «ФНПЦ «ПО «Старт» им. М.В. Проценко»,ОГРН 1185835003221,ИНН 5838013374,"Банк России 31.01.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества «Федеральный научно-производственный центр «Производственное объединение «Старт» имени М.В. Проценко» (Пензенская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-09392-P-005D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,31.01.2024 16:54
4,АО «Русэкопроект»,ОГРН 1091690031190,ИНН 1660127750,"Банк России 31.01.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества «Русэкопроект» (Республика Татарстан), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-53679-K-001D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,31.01.2024 16:51
5,АО «Инновации и стратегия»,ОГРН 1217700550869,ИНН 9725065795,"Банк России 31.01.2024 принял решение о приостановлении эмиссии обыкновенных акций Акционерного общества «Инновации и стратегия» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-02070-G-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.01.2024 14:34
6,АО «Транс Капитал»,ОГРН 1227700687675,ИНН 7730290104,"Банк России 31.01.2024 принял решение о возобновлении эмиссии и государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Транс Капитал» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-03658-G-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.01.2024 14:25
7,АО «ИАС»,ОГРН 1157746890817,ИНН 9701012057,"Банк России 31.01.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «ИнвестАвиаСервис» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-83730-H-002D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.01.2024 14:18
8,АО «О.В.К.-ИНФОРМ»,ОГРН 1027700024362,ИНН 7705306689,"Банк России 31.01.2024 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «О.В.К.-ИНФОРМ» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-17510-H-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.01.2024 14:10
9,ПАО «НИТЕЛ»,ОГРН 1025203563879,ИНН 5261001745,"Банк России 30.01.2024 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска акций обыкновенных публичного акционерного общества «Нижегородский телевизионный завод им. В.И. Ленина» (Нижегородская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-10034-E-004D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,31.01.2024 10:51
