,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
0,АО «ПРОМ»,ОГРН не присвоен,ИНН не присвоен,"Банк России 31.08.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «ПРОМ» (г. Москва), размещаемых путем распределения среди учредителей. Выпуску ценных бумаг присвоен регистрационный номер 1-01-87576-Н. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «ПРОМ».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.08.2023 19:15
1,АО «Фармацевтический Комбинат»,ОГРН 1057746388182,ИНН 7714593020,"Банк России 31.08.2023 принял решение о государственной регистрации изменений в решение о выпуске обыкновенных акций Акционерного общества «Фармацевтический Комбинат» (г. Москва), государственный регистрационный номер выпуска 1-01-56328-H от 13.07.2005.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.08.2023 18:56
2,АО «КНГК»,ОГРН 1237700483437,ИНН 7708421898,"Банк России 31.08.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества «Куноватская нефтегазовая компания» (г. Москва), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Куноватская нефтегазовая компания», регистрационный номер выпуска 1-01-87554-H.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.08.2023 18:42
3,АО АФ «Мир»,ОГРН 1022304969059,ИНН 2356005982,"Банк России 31.08.2023 принял решение о государственной регистрации изменений в решение о выпуске акций обыкновенных акционерного общества агропромышленная фирма «Мир» (Краснодарский край), государственный регистрационный номер выпуска 1-02-58360-Р от 12.09.2011.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,31.08.2023 17:57
4,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «РЕГИОН Девелопмент»,,Банк России 31.08.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: «Закрытый паевой инвестиционный фонд недвижимости «Протон».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,31.08.2023 16:49
5,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных ООО УК «Альфа-Капитал»,,"Банк России 31.08.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Видеоигры»;Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Космос».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений",Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,31.08.2023 16:49
6,АО «Корпорация «МСП»,ОГРН 1147711000040,ИНН 7750005919,Банк России 31.08.2023 принял решение об аннулировании индивидуального кода 009D дополнительного выпуска обыкновенных акций акционерного общества «Федеральная корпорация по развитию малого и среднего предпринимательства» (г. Москва) с регистрационным номером 1-01-50480-A-009D от 24.04.2023.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,31.08.2023 16:46
7,АО «Корпорация «Комета»,ОГРН 1127746365670,ИНН 7723836671,Банк России 31.08.2023 принял решение об аннулировании индивидуального кода 011D дополнительного выпуска обыкновенных акций акционерного общества «Корпорация космических систем специального назначения «Комета» (г. Москва) с регистрационным номером 1-01-15063-A-011D от 21.11.2022.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,31.08.2023 16:46
8,АО «СПб ЦДЖ»,ОГРН 1117847632682,ИНН 7838469428,Банк России 31.08.2023 принял решение об аннулировании индивидуального кода 012D дополнительного выпуска обыкновенных акций акционерного общества «Санкт-Петербургский центр доступного жилья» (г. Санкт-Петербург) с регистрационным номером 1-01-05315-D-012D от 16.03.2023.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,31.08.2023 16:46
9,АО «Атомдата-Иннополис»,ОГРН 1201600078382,ИНН 1615015998,"Банк России 31.08.2023 принял решение о государственной регистрации изменений в документ, содержащий условия размещения обыкновенных акций акционерного общества «Атомдата-Иннополис» (Республика Татарстан), регистрационный номер дополнительного выпуска 1-01-00649-G-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,31.08.2023 16:46
