,date,link,text
0,30.06.2025,https://nsddata.ru/ru/news/view/1276521,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ПАО ""Каршеринг Руссия"" ИНН 9718236471 (облигация 4B02-06-16750-A-001P / ISIN RU000A10BY52)"
1,30.06.2025,https://nsddata.ru/ru/news/view/1276515,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ООО ""Совкомбанк Лизинг"" ИНН 7709780434 (облигация 4B02-11-00303-R-001P / ISIN RU000A10BXX0)"
2,30.06.2025,https://nsddata.ru/ru/news/view/1276514,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента АО ""Банк ДОМ.РФ"" ИНН 7725038124 (облигация 4B02-02-02312-B-001P / ISIN RU000A10BXW2)"
3,30.06.2025,https://nsddata.ru/ru/news/view/1276493,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ООО ""Газпром капитал"" ИНН 7726588547 (облигация 4B02-15-36400-R-003P / ISIN RU000A10BY03)"
4,30.06.2025,https://nsddata.ru/ru/news/view/1276479,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ПАО ""Газпром нефть"" ИНН 5504036333 (облигация 4B02-14-00146-A-003P / ISIN RU000A10BK09)"
5,30.06.2025,https://nsddata.ru/ru/news/view/1276477,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ООО ""Концерн ""РОССИУМ"" ИНН 5032152372 (облигация 4B02-01-36479-R-001P / ISIN RU000A0ZZCX6)"
6,30.06.2025,https://nsddata.ru/ru/news/view/1276428,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - The Ultima Structured Products PLC 11.00 30/06/25 (облигация ISIN XS2181436796) – информация предназначена для квалифицированных инвесторов"
7,30.06.2025,https://nsddata.ru/ru/news/view/1276408,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (ООО ""Газпром капитал"", 7726588547, RU000A10B7E9, 4B02-11-36400-R-001P)"
8,30.06.2025,https://nsddata.ru/ru/news/view/1276392,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (ПАО ""Сегежа Групп"", 9703024202, RU000A10BJ93, 4B02-05-87154-H-003P)"
9,30.06.2025,https://nsddata.ru/ru/news/view/1276383,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (ООО ""Газпром капитал"", 7726588547, RU000A10BPP2, 4B02-14-36400-R-003P)"
10,30.06.2025,https://nsddata.ru/ru/news/view/1276382,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (ООО ""Газпром капитал"", 7726588547, RU000A105XA5, 4-17-36400-R-003P)"
11,30.06.2025,https://nsddata.ru/ru/news/view/1276381,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ПАО ""ЛК ""Европлан"" ИНН 9705101614 (облигация 4B02-09-16419-A-001P / ISIN RU000A10ASC6)"
12,30.06.2025,https://nsddata.ru/ru/news/view/1276380,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (ООО ""Газпром капитал"", 7726588547, RU000A105JH9, 4-06-36400-R-003P)"
13,30.06.2025,https://nsddata.ru/ru/news/view/1276379,"(INTR) (Выплата купонного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (Банк ВТБ (ПАО), 7702070139, RU000A1082P6, 4-13-01000-B)"
14,30.06.2025,https://nsddata.ru/ru/news/view/1276355,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - REPUBLIC OF BELARUS, MINFIN 7.625 29/06/27 (облигация MF-LB-USD-0331 / ISIN BYM000001818)"
15,30.06.2025,https://nsddata.ru/ru/news/view/1276353,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ПАО ""Сегежа Групп"" ИНН 9703024202 (облигация 4B02-05-87154-H-003P / ISIN RU000A10BJ93)"
16,30.06.2025,https://nsddata.ru/ru/news/view/1276347,"(INTR) (Выплата процентного дохода) О получении и передаче головным депозитарием, осуществляющим обязательное централизованное хранение ценных бумаг/централизованный учет прав на ценные бумаги, полученных им выплат по облигациям своим депонентам, которые являются номинальными держателями и управляющими, а также о размере выплаты, приходящейся на одну облигацию эмитента (ООО ""СФО ГЕЛИЙ ФИНАНС"", 9701217689, RU000A106FC6, 6-01-00693-R) – информация предназначена для квалифицированных инвесторов"
17,30.06.2025,https://nsddata.ru/ru/news/view/1276343,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента ООО ""СФО Азбука дохода"" ИНН 9729337351 (облигация 6-82-00704-R-001P / ISIN RU000A10APR0) – информация предназначена для квалифицированных инвесторов"
18,30.06.2025,https://nsddata.ru/ru/news/view/1276332,"(INTR) О корпоративном действии ""Выплата купонного дохода"" с ценными бумагами эмитента Государственная компания ""Автодор"" ИНН 7717151380 (облигация 4B02-03-00011-T-007P / ISIN RU000A10BXY8)"
